Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Minimum Salary,Maximum Salary,Avg Salary,company_txt,job_city,age,python_yn,R_yn,spark_yn,aws_yn,excel_yn,tableau_yn
Lead Data Scientist,$193K-$309K (Glassdoor Est.),"The Lead Data Scientist will use data science and analytics practices to address business challenges and provide recommendations. You will work collaboratively with the other teams (e.g., UA, Marketing, Business Development, Game Operations, and Game Development) to support and enable growth for the company through the use of data. You should have the desire to lead and learn from others and know how to think strategically to execute and deliver on big ideas. The Lead Data Scientist will be a strong communicator, good at predictive modeling, have a talent for simplifying analytic outputs and demonstrate sound business judgement.
Responsibilities & Job Duties
Build machine learning algorithms that discover and answer challenging business questions
Manage a team of professional data scientists and data analysts to create actionable insights and business intelligence for our business, and that inform company strategy and team execution
Create compelling, persuasive presentation materials to communicate key learning, and recommendations to the stakeholders clearly and concisely
Set the strategy and road map for the Analytics team. Assess high-impact business opportunities and partner with other leaders to understand their analytical needs and then develop reports/dashboards that meet those needs.
Track and analyze large amounts of data to discover meaningful trends and present to key stakeholders of the organization on a weekly basis
Provide reliable and insightful data on user acquisition, media cost, attribution and expected player retention so PWE can acquire more of the right kind of player.
Provide data and actionable insights on player engagement and campaign performance across messaging channels and the website.
Partner with data engineers to develop models that can increase the effectiveness of our acquisition & retention marketing, predict churn and player behavior, and increase the accuracy of forecasts and performance reports
Support marketing team with reporting, analytical insights and make strategic recommendations related to the media performance and marketing support for each market and campaign
Identify player trends and recommend data-driven responses to help guide strategy and decision making for market expansion, customer & revenue growth
Devise and run A/B tests to directly and indirectly drive KPI improvements
Support game development teams with in-game analytics and reporting, provide valuable insights related to player behavior, progression, game economy, item drop and other in-game activities
Assist in the development of new reporting standards and methods for all aspects of the organization
Manage dashboards and analytics that communicate status and evaluate the effectiveness of promotions, offers and campaigns
Stay abreast of industry trends and innovative developments.
Requirements
Hands-on expertise in predictive modeling, report and dashboard design
Strong experience developing and implementing statistical analysis and machine learning models
Experience building highly customized reports and developing creative solutions to apply business logic
MS/BS degree in Statistics, Mathematics, CS or related field, or equivalent professional experience
4+ years of relevant experience with a proven track record of leveraging analytics and large amounts of data to drive significant business impact
Strong experience reading and writing SQL
Strong experience developing dashboards and reports using Tableau
Experience with big data software and techniques
Background in gaming analysis, passion for video games
Ability to manage, recruit and scale highly productive analytics teams
Proven ability to influence cross-functional teams without formal authority
Proven ability to develop marketing narratives and effectively communicate recommendations to related stakeholders
Proven success defining and launching excellent products.",-1,Perfect World Entertainment North America,"Redwood City, CA",-1,-1,-1,-1,-1,-1,-1,-1,193,309,251.0,Perfect World Entertainment North America,Redwood City,-1,0,0,0,0,1,1
Senior Machine Learning Engineer/Data Scientist,$193K-$309K (Glassdoor Est.),"Ellie Mae is the leading cloud-based platform provider for the mortgage finance industry. Ellie Mae’s technology solutions enable lenders to originate more loans, reduce origination costs, and reduce the time to close, all while ensuring the highest levels of compliance, quality and efficiency. Visit ‪ EllieMae.com to learn more. We are looking for a Senior Machine Learning Engineer/ Data Scientist that will help us discover the information hidden in vast amounts of data and documents and help us make smarter decisions to deliver even better products. You will have strong Deep Learning and Python programming skills. Your primary focus will be in applying computer vision and Natural Language Programming (NLP) techniques on large number of documents, doing statistical analysis, and building high quality prediction systems integrated with our products. In that role, you will work closely with product management as well as application development teams. Responsibilities & Objectives Participate in discovery processes collaborating with key stakeholders to identify business requirements and expected outcomes. Develop Neural Network models for information extraction from mortgage documents using Python, Computer Vision and NLP techniques. Perform ad-hoc analysis and present results in a clear manner to a wide audience and key stake holders. Design experiments, test hypotheses, and build models. Conduct advanced data analysis and highly complex designs algorithm. Apply advanced statistical, predictive and machine learning modeling techniques to build, maintain, and improve on multiple real-time decision systems. Collaborate with development teams on deploying models to production environment to support ML-driven product features. Define business-specific performance metrics to measure model effectiveness. Monitor and improve metrics over time for models used in production environment. Qualifications and Skills M.S. in mathematics, statistics or computer science or related field; Ph.D. degree preferred. 3 or more years of relevant quantitative and qualitative research and analytics experience. Programming skills using Python and big data technologies such as Spark and Map-Reduce. Great communication skills and ability to convey complex topics to a cross-functional audience. Experience in building production-grade Neural Network models using CV or NLP techniques. Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, Neural Networks, etc. Experience with Deep Learning frameworks, such as TensorFlow, PyTorch, MxNet. Experience with common data science toolkits, such as R, Sklearn, NumPy, MatLab, and MLib. Excellence in at least one of these is highly desirable. Good applied statistics skills, such as distributions, statistical testing, and regression. Proficiency in using query languages such as SQL, Hive, Pig and NoSQL databases. #LI-TM1 Ellie Mae is an equal opportunity and affirmative action employer. Women, minorities, people with disabilities, and veterans are encouraged to apply. We do not accept resumes from headhunters, placement agencies, or other suppliers that have not signed a formal agreement with us.",3.2,"Ellie Mae
3.2","Pleasanton, CA",-1,1001 to 5000 Employees,1997,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1,193,309,251.0,Ellie Mae,Pleasanton,23,1,0,1,0,1,0
"Senior Machine Learning Engineer / Data Scientist, Machine Assisted Cognition",$193K-$309K (Glassdoor Est.),"At Toyota Research Institute (TRI), we’re working to build a future where everyone has the freedom to move, engage, and explore with a focus on reducing vehicle collisions, injuries, and fatalities. Join us in our mission to improve the quality of human life through advances in artificial intelligence, automated driving, robotics, and materials science. We’re dedicated to building a world of “mobility for all” where everyone, regardless of age or ability, can live in harmony with technology to enjoy a better life. Through innovations in AI, we’ll help… - Develop vehicles incapable of causing a crash, regardless of the actions of the driver. - Develop technology for vehicles and robots to help people enjoy new levels of independence, access, and mobility. - Bring advanced mobility technology to market faster. - Discover new materials that will make batteries and hydrogen fuel cells smaller, lighter, less expensive and more powerful. - Develop human-centered AI systems to augment (not replace) human decision making to increase the quality of decisions (e.g. mitigate cognitive biases) and/or to facilitate faster innovation cycles. Our work is guided by a dedication to safety – in both what we research and how we perform our research our goal is to benefit society. As a subsidiary of Toyota, TRI is fueled by a diverse and inclusive community of people who carry invaluable leadership, experience, and ideas from industry-leading companies. Over half of our technical team carries PhD degrees. We’re continually searching for the world’s best talent ‒ people who are ready to define the new world of mobility with us! We strive to build a company that helps our people thrive, achieve work-life balance, and bring their best selves to work. At TRI, you will have the opportunity to enjoy the best of both worlds ‒ a fun environment with forward-thinking people who enjoy solving tough problems and the financial backing to successfully achieve our goals. Come work with TRI if you’re interested in transforming mobility through designing technology for safer cars, enabling the elderly to age in place, or designing alternative fuel sources. Start your impossible with us. TRI’s Machine Assisted Cognition team is developing AI systems to augment (not replace) human decision making. In particular, we are interested in advancing the intersection between machine learning, causal inference, and behavioral science to increase the quality of human decisions and / or to facilitate faster innovation cycles. We are looking for a Senior or Staff Machine Learning Engineer / Data Scientist to join this exciting new endeavor to collaborate cross-functionally with machine learning and causal inference experts, behavioral scientists, designers, and user researchers. Responsibilities: Collaborate cross-functionally with machine learning and causal inference experts, designers, behavioral scientists, user researchers, and university partners to design and build novel AIs to augment human decision making. Some potential research and development areas may include: Pushing the boundaries of AIs that can reason (causally informed AI) Increasing quality of predictions, judgments, and decisions by (a) reducing/neutralizing cognitive biases, (b) ensuring fitness, (c) ensuring ethics Scaling up to more complex cognitive tasks and larger groups while countering the tendency of groups to be risk-averse. Mentor and advise others. Qualifications: Bachelor’s or Master’s degree in a quantitative field (e.g. Computer Science, Mathematics, Physics, Engineering, Chemistry). Ph.D. preferred. Deep expertise in machine learning and deep learning. Proficiency in causal inference and advanced statistics. Experience architecting and deploying machine learning systems in an industry setting. Experience in providing technical leadership and mentorship. Strong track record of driving and executing complex, open-ended, cross-functional projects. Strong interpersonal skills. Great teammate. Appetite to learn across functions. Please add a link to Google Scholar and include a full list of publications when submitting your CV to this position. Please reference this Candidate Privacy Notice to inform you of the categories of personal information that we collect from individuals who inquire about and/or apply to work for Toyota Research Institute, Inc. or its subsidiaries, including Toyota A.I. Ventures GP, L.P., and the purposes for which we use such personal information.",3.5,"Toyota Research Institute
3.5","Los Altos, CA",-1,201 to 500 Employees,2016,Subsidiary or Business Segment,Research & Development,Business Services,Unknown / Non-Applicable,-1,193,309,251.0,Toyota Research Institute,Los Altos,4,0,0,0,0,0,0
Senior/Lead Data Scientist,$193K-$309K (Glassdoor Est.),"Danaher is a global science & technology innovator committed to helping our customers solve complex challenges and improve quality of life worldwide. Our world class brands are leaders in some of the most fast paced and attractive industries, including life sciences, medical diagnostics, environmental, and applied solutions. Our globally diverse team of 60,000 associates is united by a common culture and operating system, the Danaher Business System, which serves as our competitive advantage. We generated $19B in revenue last year. We are ranked #162 on the Fortune 500 and our stock has outperformed the S&P 500 by more than 5,000% over 25 years. At Danaher, you can build a career in a way no other company can duplicate. Our brands allow us to offer dynamic careers across multiple industries. We are innovative, fast-paced, results-oriented, and we win. We need outstanding people to keep winning. Here you will learn how DBS is used to craft strategy, focus execution, align our people, and build new value for customers and shareholders. Come join our winning team. Danaher is committed to competitive compensation that typically has key components including base salary, variable annual incentive compensation based on personal and company performance. Danaher Digital Danaher Digital is our digital innovation center. We are bringing together leading product and business leaders, technologists, and data scientists for the purpose of accelerating development and commercialization of ground-breaking digital solutions. We accelerate Danaher’s digital innovation journey by partnering with Danaher’s operating companies to develop and commercialize emerging and exciting digital technologies such as AI, Machine Learning, Big Data, IoT, Augmented Reality (AR), Cloud (SaaS/PaaS) and other Digital frontiers. Are you driven to forge innovative digital applications, platforms, and services by working with such emerging technologies? If so, you belong in Danaher Digital. As a member of our elite team, you will help identify new product ideas and operating models, and then design, develop, and deliver them. You will also help foster and support an entrepreneurial culture that will push Danaher to launch new software and data products better and faster. To learn more about Danaher Digital and our team, please visit www.danaherdigital.com or www.linkedin.com/company/danaher-digital/about. Position Description As a senior member of the Data & Analytics team of Danaher Digital you will own the design, development, and delivery of machine learning solutions for Danaher’s operating companies. You will accomplish this by being hands-on and collaborating with other data scientists, software engineers, and business groups. Your projects could come from any of our internal customers and use data from life sciences, medical diagnostics, industrial and other sectors. Additionally, you will have the opportunity to mentor junior members of the team and help guide the strategic direction of the Danaher Digital data science organization. Requirements Advanced degree (Ph.D. preferred) in engineering, science, mathematics, or related field. Expert knowledge (10+ years) of the latest machine learning tools and methods, including time series analysis, survival analysis, and supervised and unsupervised learning, as applied in business contexts. Experience of having taken multiple machine learning projects from development to successful deployment. Significant experience (5+ years) working with cloud computing, including AWS and/or Azure. Significant experience (5+ years) working with business executives as a trusted adviser in data science and data monetization. Significant experience (5+ years) working with agile software development methods, such as scrum and Kanban and in-depth understanding of the machine learning life cycle. Ability to effectively summarize results from analysis to a diverse set of audiences with varying background and technical skills. Willingness to travel up to 40% required (post-COVID). Bonus Experience Experience in the fields of IIoT, including fault diagnosis and prediction, and/or in life sciences, medical diagnostics, biostatistics and more. Experience with Deep Learning and associated tools, such as TensorFlow and GPUs Consultative experience providing technology and solution consultation to customers/clients.",-1,Danaher Digital,"San Jose, CA",-1,Unknown,-1,Company - Public,-1,-1,Less than $1 million (USD),-1,193,309,251.0,Danaher Digital,San Jose,-1,0,0,0,1,0,0
Sr Data Scientist (Storage Systems Engineering) – United States,$193K-$309K (Glassdoor Est.),"About VERITAS Veritas solves what no one else can. With an industry-leading product portfolio, we offer proven, modern, and integrated technology that brings together availability , protection , and insights . Our Veritas Enterprise Data Services Platform addresses current and future data issues end-to-end – keeping mission-critical workloads highly available, protecting data everywhere, and providing insights to optimize costs and maintain regulatory readiness. Veritas supports 500+ data sources, 150+ storage targets, 50+ clouds, and any deployment model imaginable. We serve 99% of the Fortune 100, 90% of the Fortune 500, and are the market leader in Software-defined Storage, Data Protection, and Archiving. The Data Protection Group drives the product strategy, roadmap, and engineering delivery of the Veritas products, which includes NetBackup, APTARE, Backup Exec, Enterprise Vault (EV), EV.cloud, eDiscovery platform, and Veritas SaaS Backup. Sr Data Scientist (Storage Systems Engineering) – United States Veritas solves what no one else can. With an industry-leading product portfolio, we offer proven, modern, and integrated technology that brings together availability , protection , and insights . Our Veritas Enterprise Data Services Platform addresses current and future data issues end-to-end – keeping mission-critical workloads highly available, protecting data everywhere, and providing insights to optimize costs and maintain regulatory readiness. Veritas supports 500+ data sources, 150+ storage targets, 50+ clouds, and any deployment model imaginable. We serve 99% of the Fortune 100, 90% of the Fortune 500, and are the market leader in Software-defined Storage, Data Protection, and Archiving. Responsibilities: As a Sr Data Scientist, your focus will be on research, ideation, driving PoC's, creating custom AI/ML models and algorithms. You need to be hands-on where you will work with System Architects, Storage System Experts and Software Engineers to design large data sets from multiple sources in order to build various forecast and predictive models. Minimum Required Skills include: PhD in Computer Science/Computer Engineering/Physics/Mathematics with at least 2 years of systems experience is preferred. Or, MS/BS in Computer Science/Computer Engineering or related field of study with 4+ years of validated experience is also considered. Confirmed knowledge of algorithms and design patterns. Full understanding of file systems, storage and cloud technologies, emerging standards and engineering standard methodologies Fundamentals of programming and debugging skills in Python (including numpy, scipy, pandas, scikit-learn, tensorflow and pytorch) Proficient in API fundamentals and standard methodologies. Knowledge of NoSQL databases, LINUX, Object Oriented Language and Agile processes. Strong communication, problem solving and organizational skills. Design, develop and maintain high quality code for product components. Ability to collaborate with various cross-functional teams in a multinational environment to implement innovative and viable solutions for commercial product and internal tool user interfaces. Desired Skills include: Experience designing and building cloud infrastructure and web services at large scale. Knowledge of Restful design principles and working experience with REST API, JSON interfaces. Experience with AWS products, Kubernetes and microservices design a plus At Veritas, we care about the causes close to your heart and enable you to volunteer, donate, and do good. We also value uniqueness and know that a more diverse and inclusive workforce makes a winning team, so come as you are! Interested? Then apply and find out more about #TeamVTAS! LI-TF1",3.4,"Veritas Technologies
3.4","Santa Clara, CA",-1,5001 to 10000 Employees,1983,Company - Private,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,193,309,251.0,Veritas Technologies,Santa Clara,37,1,0,0,1,0,0
Data Scientist(Signal Processing)with PHD,$193K-$309K (Glassdoor Est.),"Hi ,

My name is Digendra and I am looking Data Scientist(Signal Processing) to work for my client for a contract role based out of Santa Clara, CA
I’ve included the job details below and wondering if there would be an interest from your end in this opening.

If you are available and interested and a good fit for the position, then please email me an updated copy of your resume along with the required details.

I will follow-up with you as soon as you send me your resume.

Complete Name:
Visa Status:
Current resume:
Contact details:
Current location:
Relocation:
Availability to interview:
Availability to join:
LinkedIn Link:

12+ months Contract

Client is developing ground-breaking next-generation sequencing products that allow scientists/clinicians powerful new avenues to investigate DNA, the blueprint of any lifeforms, in days giving them the ability to understand health conditions such as cancer, HIV, COVID19 and more!
We are not only changing science but changing lives through the development of frontier technologies that accelerate personalized healthcare.

Do you enjoy experimenting on groundbreaking technology?
If so, be prepared to love your job with us!
We are looking for a signal processing engineer to develop innovative signal processing, machine learning and deep learning algorithms for real-time primary analysis on a DNA sequencing instrument.
You will also perform deep dives into data and generate insights to help guide experimental teams in hitting both near-term research targets and long-term objectives.

Responsibilities Include:
Develop scalable, custom signal processing, machine learning and deep learning algorithms to decode complex raw signal.
Write elegant, readable code.
Contribute in maintaining and enhancing the existing code repository.
Assist experimental groups with signal analysis and provide requested features as and when needed.
Perform deep analyses on experimental data using a variety of internal pipelines.
Collaborate with bioinformatics, statistical modeling, deep learning, and software engineering teams.
Responsible for planning and timely delivery of assigned projects.
Who you are
When you join us, you will have meaningful work being part of a team developing an innovative technology that saves and improves lives around the world. As you collaborate with some of the best engineers in the industry, you will make a huge difference on disease diagnostics! Our team is collaborative and fast-paced. And, we offer a competitive salary with a rich benefits package.
Minimum Qualifications:
PhD degree in Electrical Engineering, Biomedical Engineering, Physics or related scientific discipline.
Very strong foundation in advanced signal processing and machine learning/deep learning concepts.
Strong understanding of data structures and algorithms - including computational complexity analysis.
Very strong foundation in Data Science and analytics
Strong algorithms development skills: Python, C++
Fluency with modern software engineering practices: version control, code reviews, automated testing, etc.

Job Types: Full-time, Contract

Pay: $45.00 - $70.00 per hour

Benefits:
401(k)
Dental insurance
Health insurance
Paid time off
Schedule:
Monday to Friday
Education:
Doctorate (Required)
Work authorization:
United States (Required)
Work Location:
One location
Company's website:
www.cbsinfosys.com
Company's Facebook page:
https://www.facebook.com/pages/category/Computer-Company/Central-Business-Solutions-Inc-105695986178520/
Work Remotely:
Temporarily due to COVID-19",3.0,"Central Business Solutions Inc
3.0","Santa Clara, CA",-1,51 to 200 Employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,193,309,251.0,Central Business Solutions Inc,Santa Clara,-1,1,0,0,0,0,0
Sr. Healthcare Data Scientist,$193K-$309K (Glassdoor Est.),"Title
Sr. Healthcare Data Scientist
Description

Universal Consulting Services, UCS, is seeking a hands-on engineer, Sr. Healthcare Data Scientist, to work with end users, clinical providers, and other healthcare data scientists. In this position you will conduct Extract, Transform, Load (ETL) healthcare datasets.

This is a part-time, tele-work position.

Clearance requirements: Favorable Tier 1 (T1) background investigation and Federal Bureau of Investigation (FBI) fingerprint check.

Position Duties and Responsibilities:
Supports drafting and publication of papers to peer-reviewed journals. The Contractor employees shall assist with data analyst support efforts to include assisting with data pulls, metrics, data gathering, data storage and organizing, data mining, analysis, and reporting.
Reporting efforts shall include the creation of various reports on a set cadence, while also developing documentation, and identifying and assisting with preparing operations and procedures manuals to assist the Government in operating more efficiently and effectively.
Participate in data collection, modeling, analysis, and product generation, organizing and translating data into useful automated information, and conducting analyses, including defining parameters of requested data output and analysis.
Utilize generic, application independent, embedded data mining, algorithm-specific and analytical programming tools to derive or discover new information from data, finding patterns across data sets.
Utilize Knowledge Discovery in Databases (KDD) to find patterns across multi-dimensions.
Utilize various Government Data systems such as Microsoft SharePoint, the Wholesale Supply Chain Requirements System (D200), the Item Manager Wholesale Requisition System (D035A), the Weapon System Management Information System (WSMIS), Execution and Prioritization of Repairs Support System (EXPRESS) (D087X) and associated transactional and feeder systems to perform services.
Utilize Microsoft Access and Excel since many of the Government tools they will be required to support were built using these software applications.
Assist with data mining efforts by utilizing advanced software to include R, VBA, Python and or other currently approved data tools.
Assist with transition of workload during the last sixty (60) days of a PoP. Examples of transition activities may include status briefings or demonstrations of current workload being performed to other Government employees.
Required to travel twice a year for two annual conferences (4-days, 2 travel days).
For more information, please contact Liz Grant at 585-554-5185 or via email at liz.grant@ucs-inc.com.

This is awarded work with the opportunity for immediate hire.

Position Requirements
United States Citizen
Able to read, write, and speak the English language fluently.
Preferred Experience:
Minimum of 8 years of knowledge and experience defined above in data analyst practices and the use of advanced data software to include R, Visual Basic for Applications (VBA), SQL, C++ and or Python.
Minimum of 8 years of knowledge and experience defined above in advanced Personal Computer (PC) and Internet search skills and other applicable automated data processing (ADP) based tools such as process engineering and database.
Minimum of 8 years of knowledge and experience defined above in the use of computers using appropriate software applications. These include the latest versions of Microsoft Word, Microsoft Access, and Microsoft Excel, to include pivot tables.
Bachelor’s degree in Management Information Systems (MIS), Supply Chain Management (SCM), a data science field or similar degree.
Knowledge and experience with the following systems: Wholesale Supply Chain Requirements Systems (D200); the Item Manager Wholesale Requisition System (D035A); and the Execution and Prioritization of Repairs Support System (EXPRESS) (D087X).
Requirements for contractors who are not involved in patient care, but are working in patient care areas:
All personnel must maintain current registration in the AHA BLS Heartsaver AED or an equivalent course based on published national guidelines. (T-1)
By MDGI 48-10, the following immunizations are required: HBV, Influenza, MMR, Tdap/Td, Varicella, Mantoux tuberculin skin test (TST)/QuantiFERON-TB Gold (QFT).
By DHA-IPM 18-005 (August 14, 2018) the requirement for annual influenza vaccination is for “all paid and unpaid persons working in health-care settings who have potential for exposure to patients and/or infectious materials, including bodily substances, contaminated medical supplies and equipment, contaminated environmental surfaces, or contaminated air.”

Location Travis AFB, CA
Full-Time/Part-Time Part-Time
Exempt/Non-Exempt Non-Exempt
About the Organization Universal Consulting Services, Inc. (UCS) is a rapidly growing Government contractor known for our expertise in health and IT solutions. Our driven, passionate professionals are catalysts for improving performance across all levels of Government. We have been recognized as one of Washington Technology's FAST 50 for our tremendous success as a woman-owned business, in addition to inclusion on Inc. Magazine's 5000 list of the fastest-growing companies in America. Our clients include, but are not limited to, the Department of Defense, Department of Justice, and Department of Treasury.
EOE Statement We are an equal employment opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status or any other characteristic protected by law.

This position is currently accepting applications.
Apply Now",3.3,"Universal Consulting Services
3.3","Travis AFB, CA",-1,201 to 500 Employees,2000,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,193,309,251.0,Universal Consulting Services,Travis AFB,20,1,0,0,0,1,0
Sr. Data Scientist - Sales Analytics,$193K-$309K (Glassdoor Est.),"Zoom is an award-winning workplace. We have been recognized by Comparably as #1 CEO, Company Happiness, Benefits, Compensation, Diversity, and more! Not to mention we’ve been awarded by Glassdoor as the 2nd Best US workplace & Best Large Company US CEO in 2018, Wealthfront, and Business Insider. Our culture focuses on delivering happiness, our commitment to transparency, and the tangible benefits we provide our employees and our customers. The Data Science team lies at the foundation of Zoom’s success. The Data Scientist is one of the most demanding roles at Zoom; it requires the hybrid of a data geek, a business leader, and a project manager that the right person is difficult to find . We are looking for such a rock-star to join our team to focus on Sales analytics ! Dialed in on scaling Zoom’s go-to-market engine in a period of hyper growth, you will be directly working cross-functionally with teams of Sales professionals, FP&A analysts, and marketers on some of the most critical projects in the company. You will play an important role in driving the growth of Zoom by surfacing, analyzing, and reporting on data that drives mission-critical business decisions. It’s a big deal and the qualities and capabilities required mean you are an incredibly intelligent and talented professional. Sound like you? This role is based out of our headquarters in beautiful downtown San Jose, California. RESPONSIBILITIES: Provide Data Science leadership and become the go to expert in data to the Sales, Sales Ops, and Sales FP&A organizations Formulates data strategy and participate in the development of the product or division strategy within the Sales related organizations Unlock new opportunities for growth by discovering insights, automate processes, and predictive modeling Leading others and project manage to execute Sales driven projects from database - to analysis - to insights - to presentations - to executions Develop analytical frameworks and provide recommendations to management to drive go-to-market decisions Write SQL, Python and/or R code; build data models to fuel analytical frameworks and dashboards Build predictive models based on Salesforce, product usage, and billing data Provide data hygiene and integrity guidelines and recommendations to operations team Deep dive into key Sales Metrics including Leads Forecasting, Pipeline Trends and Forecasting, Rep Productivity deep dives, Lead to Bookings conversion rates, Bookings contribution etc. Build and maintain data visualizations to communicate key Sales metrics and KPIs REQUIREMENTS: Minimum 6+ years of experience using data to facilitate Sales/Business decisions. 10+ years preferred Strongly preferred - experience in Sales Data Analytics, Sales Operations, Sales Finance, consulting, or investment banking Bachelor’s or Master’s degree in Business, Economics, STEM Degrees or similar fields or MBA Excellent communication skills with the ability to communicate at C-level Excellent SQL, Python and/R skills with the ability to execute complicated models Excellent organization skills with the ability to manage competing priorities Experience in building Machine Learning models Strong understanding of Sales processes, Pipeline management, and Sales productivity drivers Creative solutions driven mindset, with a “get stuff done” attitude Firm believer of data informed decision making Must have lead or managed team of analyst(s) Enterprise SaaS experience is must PERKS: Opportunity for growth: grow with the company and become a leader Impact on the ground floor: shape the strategic direction of the company Make a difference: change the way businesses communicate for the future",3.3,"Zoom
3.3","San Jose, CA",-1,501 to 1000 Employees,2006,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,193,309,251.0,Zoom,San Jose,14,1,0,0,0,1,0
Lead Data Scientist/ Statistician,$193K-$309K (Glassdoor Est.),"Our client a bay area based Data Science and BigData service provider is looking for a Lead Data Scientist/ Applied Statestician. This is a permanent postion based in Bay Area with a requirement to travel 25% in US.

Responsibilities:
Work on small and large data sets of structured, semi-structured, and unstructured data to discover hidden knowledge about the client’s business and develop methods to leverage that knowledge for their business.
Identify and solve business challenges working closely with cross-functional teams, such as Delivery, Business Consulting, Engineering and Product Management.
Develop prescriptive and predictive statistical, behavioral or other models via machine learning and/or traditional statistical modeling techniques, and understand which type of model applies best in a given business situation.
Drive the collection of new data and the refinement of existing data sources.
Analyze and interpret the results of product experiments.
Collaborate with the engineering and product teams to develop and support our internal data platform to support ongoing statistical analyses.
Competencies:
A proven passion for generating insights from data.
Comfort manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources.
Expertise in mathematics and applied statistics, computer science, and visualization capabilities.
Curious and an excellent learner. Able to research, explore and acquire working knowledge in new areas.
A complete understanding of standard statistical techniques like MLE/QMLE, GMM, OLS/GLS, univariate and multivariate time series models (e.g. ARIMA, DLM's, VAR's), regression model diagnostics for time series and cross sectional data, along with Machine Learning methodologies like Random Forests, SVM's and Boosting/Bagging. The ideal candidate would know when and how to apply these alternative methodologies, and the relative advantages/disadvantages of each for a particular business case.
Expert knowledge of an analysis tool/statistical package such as R, JMP, Stata, SPSS, SAS, Matlab
Highly effective communicator; able to communicate complex quantitative analysis in a clear, precise & actionable way that is meaningful to general business audience and credible to client’s data scientists.
Fluency with at least one scripting language such as Python, Java, or C/C++.
Expertise with relational databases and SQL. NoSQL is a big plus.
REQUIREMENTS:
MS or Ph.D. preferred in a quantitative Social Science (e.g. Economics) or Statistics with a substantive field interest.
At least 5 years’ experience in business, consulting or applied field research with project lead responsibilities for solving analytics problems using quantitative approaches.
Demonstrated track record producing models and actionable insights using advanced statistical methods.
Experience working with large data sets using distributed computing tools, e.g. Map/Reduce, Hadoop, Hive, etc.",-1,Staffwing Inc,"San Jose, CA",-1,-1,-1,-1,-1,-1,-1,-1,193,309,251.0,Staffwing Inc,San Jose,-1,1,0,0,0,1,0
Lead Data Scientist | CA - Cupertino,$193K-$309K (Glassdoor Est.),"POSITION SUMMARY:

Manages and is responsible for the successful delivery of the algorithms, statistical models and reporting tools to meet business needs. Acts as the analytic team lead for large and complex projects involving multiple resources and tasks, providing individual mentoring in support of company objectives.
Fundamental Components:
Develops complex algorithms and statistical predictive models and determines analytical approaches and modeling techniques to evaluate scenarios and potential future outcomes.
Performs analyses of structured and unstructured data to solve multiple and complex business problems.
Utilizing advanced statistical techniques and mathematical analyses and specialized expertise in the organization and/or industry.
Applies analytical rigor and statistical methods to analyze large amounts of data, using advanced statistical techniques.
Manages large and complex analytical projects from data exploration, model building, performance evaluation and testing.
Behaves as mentor to junior team members to provide technical advice.
Collaborates with business partners to develop technical /business approaches and new or enhanced technical tools.
Interacts with internal and external peers and management to share highly complex information related to areas of expertise and/or to gain acceptance of new or enhanced technology / business solutions.
Background Experience:
Strong skills to effectively communicate and negotiate across the business and in the external health care environment
Excellent analytical and problem solving skills.
Strong organizational, management and leadership skills.
Deep knowledge of advanced analytics tools and languages to analyze large data sets from multiple data sources.
Solid understanding of health care industry, products, and systems.
Demonstrates proficiency in all areas of mathematical analysis methods, machine learning, statistical analyses, and predictive modeling and advanced in-depth specialization in some areas.
7-10 or more years of progressively complex related experience.
Demonstrates strong ability to communicate technical concepts and implications to business partners.",-1,HopHR,"Cupertino, CA",-1,1 to 50 Employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),-1,193,309,251.0,HopHR,Cupertino,-1,0,0,0,0,1,0
